CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,TotalCharges
CUST0195,Male,0,No,Yes,37,Yes,No phone service,DSL,Yes,Yes,No,Yes,Two year,No,Electronic check,31.87,No,1179.19
CUST0196,Female,0,No,No,53,Yes,No phone service,No,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,77.04,Yes,4083.12
CUST0197,Female,0,No,Yes,55,Yes,Yes,No,No internet service,Yes,Yes,Yes,One year,No,Mailed check,110.64,No,6085.2
CUST0198,Female,0,Yes,Yes,44,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,98.41,Yes,4330.04
CUST0199,Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,82.25,No,2714.25
CUST0200,Male,0,No,Yes,8,Yes,No phone service,DSL,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,51.51,No,412.08
CUST0201,Male,0,Yes,No,7,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,One year,No,Electronic check,74.19,No,519.33
CUST0202,Female,0,Yes,No,6,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,One year,Yes,Credit card,29.12,No,174.72
CUST0203,Male,0,No,No,35,Yes,Yes,DSL,Yes,No,No,No internet service,One year,No,Bank transfer,87.89,Yes,3076.15
CUST0204,Male,0,Yes,No,17,Yes,Yes,DSL,No internet service,Yes,No,No,Month-to-month,Yes,Credit card,92.51,No,1572.67
CUST0205,Female,0,Yes,No,2,Yes,No phone service,DSL,No,Yes,No internet service,Yes,One year,No,Electronic check,116.5,No,233.0
CUST0206,Male,1,No,No,27,Yes,No,Fiber optic,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,46.04,No,1243.08
CUST0207,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,Two year,No,Bank transfer,21.85,No,1507.65
CUST0208,Female,0,Yes,No,43,No,Yes,No,Yes,Yes,No internet service,No internet service,Two year,No,Bank transfer,74.56,No,3206.08
CUST0209,Female,0,No,No,20,Yes,Yes,DSL,No,No internet service,No,No,Month-to-month,Yes,Credit card,90.68,No,1813.6
CUST0210,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,One year,Yes,Electronic check,99.04,No,2674.08
CUST0211,Male,0,Yes,Yes,53,Yes,No,Fiber optic,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,39.37,No,2086.61
CUST0212,Male,0,No,No,53,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,46.18,No,2447.54
CUST0213,Male,0,No,Yes,64,Yes,No,DSL,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,71.26,No,4560.64
CUST0214,Male,0,No,Yes,20,Yes,Yes,No,Yes,No internet service,No,No internet service,Two year,No,Credit card,53.06,No,1061.2
CUST0215,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Bank transfer,106.05,Yes,1272.6
CUST0216,Male,1,No,Yes,56,No,Yes,DSL,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer,67.38,No,3773.28
CUST0217,Female,0,Yes,No,48,No,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,99.96,Yes,4798.08
CUST0218,Male,1,No,Yes,53,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,Two year,No,Credit card,78.06,No,4137.18
CUST0219,Female,0,Yes,No,9,Yes,No phone service,No,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,97.31,No,875.79
CUST0220,Male,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,53.27,No,2770.04
CUST0221,Male,1,No,Yes,43,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer,103.14,No,4435.02
CUST0222,Male,0,No,No,46,Yes,No phone service,DSL,No,Yes,No internet service,No,One year,Yes,Credit card,47.46,No,2183.16
CUST0223,Female,0,No,Yes,52,Yes,Yes,DSL,No,No,Yes,Yes,Month-to-month,No,Electronic check,74.61,Yes,3879.72
CUST0224,Female,0,Yes,Yes,45,Yes,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card,41.4,No,1863.0
CUST0225,Female,0,No,No,12,Yes,No,DSL,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,67.55,Yes,810.6
CUST0226,Female,0,No,No,36,No,No phone service,DSL,No,No internet service,No,No internet service,Month-to-month,No,Credit card,51.82,No,1865.52
CUST0227,Male,0,Yes,Yes,23,Yes,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,46.67,Yes,1073.41
CUST0228,Female,0,No,No,1,Yes,No,Fiber optic,No internet service,No,Yes,No,Two year,No,Mailed check,116.7,No,116.7
CUST0229,Male,0,Yes,No,13,Yes,No phone service,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,36.01,No,468.13
CUST0230,Male,0,No,No,9,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,One year,No,Mailed check,98.73,No,888.57
CUST0231,Female,0,No,Yes,34,Yes,No,No,No,No,No internet service,No,Month-to-month,No,Bank transfer,118.42,No,4026.28
CUST0232,Female,0,No,Yes,24,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.99,No,527.76
CUST0233,Female,0,Yes,No,2,No,Yes,No,Yes,No internet service,Yes,No internet service,Two year,No,Bank transfer,89.9,No,179.8
CUST0234,Female,0,No,No,16,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Month-to-month,No,Mailed check,45.29,No,724.64
CUST0235,Female,0,No,No,11,Yes,No,DSL,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer,24.05,No,264.55
CUST0236,Female,1,No,No,53,Yes,Yes,No,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,60.29,No,3195.37
CUST0237,Female,0,Yes,No,23,Yes,No,Fiber optic,Yes,No internet service,No,No,Two year,No,Bank transfer,113.52,No,2610.96
CUST0238,Female,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Mailed check,21.18,No,593.04
CUST0239,Male,0,No,No,42,No,Yes,Fiber optic,Yes,Yes,No,No,Two year,No,Electronic check,78.79,Yes,3309.18
CUST0240,Female,0,Yes,Yes,24,Yes,No phone service,Fiber optic,No internet service,No,No,No,One year,No,Mailed check,70.14,No,1683.36
CUST0241,Female,0,No,No,59,Yes,No phone service,No,No internet service,Yes,No,Yes,One year,Yes,Bank transfer,107.34,No,6333.06
CUST0242,Male,0,No,Yes,64,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,One year,Yes,Credit card,28.4,No,1817.6
CUST0243,Female,0,No,No,27,Yes,No,DSL,No internet service,Yes,Yes,No internet service,Month-to-month,No,Mailed check,88.15,No,2380.05
CUST0244,Male,0,No,Yes,15,Yes,No,No,No internet service,Yes,Yes,Yes,Two year,No,Bank transfer,88.01,No,1320.15
CUST0245,Male,0,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Two year,No,Credit card,86.91,No,3997.86
CUST0246,Female,1,No,Yes,57,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,One year,No,Credit card,114.23,No,6511.11
CUST0247,Male,0,No,Yes,26,Yes,No,No,No,No internet service,Yes,No,Month-to-month,No,Electronic check,102.31,No,2660.06
CUST0248,Male,0,Yes,Yes,52,Yes,Yes,DSL,No internet service,No internet service,No,No,Month-to-month,No,Credit card,24.2,No,1258.4
CUST0249,Male,1,Yes,Yes,41,Yes,Yes,DSL,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,67.11,No,2751.51
CUST0250,Male,0,Yes,Yes,58,Yes,No phone service,DSL,No,Yes,No internet service,No,One year,No,Mailed check,59.8,Yes,3468.4
CUST0251,Female,0,Yes,Yes,46,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,Month-to-month,No,Credit card,51.01,No,2346.46
CUST0252,Male,1,Yes,No,33,Yes,No phone service,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,65.13,No,2149.29
CUST0253,Female,0,Yes,Yes,36,Yes,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,58.42,Yes,2103.12
CUST0254,Male,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Two year,No,Mailed check,63.23,Yes,316.15
CUST0255,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,117.93,No,707.58
CUST0256,Male,0,No,No,24,No,No,DSL,Yes,No,Yes,Yes,Two year,No,Bank transfer,28.86,Yes,692.64
CUST0257,Male,0,No,No,32,No,Yes,No,No internet service,Yes,No,No internet service,Two year,Yes,Credit card,112.22,Yes,3591.04
CUST0258,Female,0,No,No,54,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,One year,No,Bank transfer,68.02,No,3673.08
CUST0259,Female,1,Yes,Yes,57,No,No phone service,DSL,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,82.37,No,4695.09
CUST0260,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,103.02,No,618.12
CUST0261,Male,0,No,Yes,56,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,56.05,No,3138.8
CUST0262,Female,0,No,No,11,Yes,No phone service,DSL,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,63.04,No,693.44
CUST0263,Male,0,Yes,Yes,15,Yes,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,60.95,No,914.25
CUST0264,Male,0,No,Yes,42,Yes,No phone service,DSL,No,No internet service,Yes,No,One year,Yes,Electronic check,57.47,Yes,2413.74
CUST0265,Male,0,No,Yes,6,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,Two year,Yes,Bank transfer,112.55,No,675.3
CUST0266,Female,0,No,Yes,50,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,Two year,No,Electronic check,102.89,Yes,5144.5
CUST0267,Female,0,No,Yes,31,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card,30.9,No,957.9
CUST0268,Female,1,Yes,No,7,Yes,Yes,DSL,No,No,No internet service,No,Month-to-month,No,Credit card,30.81,Yes,215.67
CUST0269,Male,0,No,Yes,71,No,Yes,Fiber optic,Yes,No internet service,Yes,No,Two year,No,Mailed check,62.79,No,4458.09
CUST0270,Male,0,No,No,44,Yes,No,Fiber optic,No,No,Yes,Yes,One year,No,Credit card,29.87,No,1314.28
CUST0271,Female,0,Yes,No,58,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,Two year,Yes,Mailed check,81.91,No,4750.78
CUST0272,Female,0,Yes,No,3,Yes,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,34.37,No,103.11
CUST0273,Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,72.24,No,4767.84
CUST0274,Female,0,Yes,No,28,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,One year,No,Credit card,20.72,No,580.16
CUST0275,Male,0,No,Yes,28,Yes,Yes,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Mailed check,51.66,No,1446.48
CUST0276,Female,0,No,Yes,27,Yes,No phone service,No,Yes,No,No internet service,No,One year,Yes,Bank transfer,87.72,No,2368.44
CUST0277,Male,0,Yes,Yes,43,Yes,No phone service,No,No internet service,No internet service,No,No,One year,No,Mailed check,68.4,Yes,2941.2
CUST0278,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,117.83,Yes,353.49
CUST0279,Male,0,No,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,Yes,Two year,Yes,Credit card,107.41,No,859.28
CUST0280,Female,0,No,Yes,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,55.91,Yes,223.64
CUST0281,Female,0,No,No,55,Yes,Yes,No,No,No internet service,No,No internet service,Two year,Yes,Mailed check,24.55,No,1350.25
CUST0282,Female,0,Yes,No,49,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,104.56,Yes,5123.44
CUST0283,Female,0,Yes,No,14,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,111.12,No,1555.68
CUST0284,Male,0,No,No,31,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Two year,No,Mailed check,102.06,Yes,3163.86
CUST0285,Female,0,Yes,Yes,27,No,Yes,Fiber optic,Yes,No,No,No internet service,Two year,Yes,Electronic check,32.79,No,885.33
CUST0286,Male,1,No,No,21,No,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,119.79,Yes,2515.59
CUST0287,Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,Two year,No,Mailed check,45.86,Yes,733.76
CUST0288,Male,0,No,Yes,58,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Month-to-month,No,Credit card,92.42,Yes,5360.36
CUST0289,Male,0,No,Yes,70,Yes,Yes,No,No,Yes,No internet service,No,Two year,Yes,Bank transfer,110.8,No,7756.0
CUST0290,Female,1,No,No,56,Yes,No,DSL,No,Yes,No internet service,No,Month-to-month,No,Bank transfer,43.57,Yes,2439.92
CUST0291,Male,0,Yes,Yes,25,Yes,Yes,No,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,110.83,No,2770.75
CUST0292,Male,0,No,No,24,Yes,No phone service,No,No,Yes,No,No,Month-to-month,Yes,Credit card,50.95,Yes,1222.8
CUST0293,Male,0,Yes,No,9,No,No,Fiber optic,No,No internet service,No internet service,No internet service,One year,No,Mailed check,117.64,Yes,1058.76
CUST0294,Female,0,Yes,Yes,44,Yes,No,DSL,No,No,No,Yes,Two year,Yes,Electronic check,48.13,No,2117.72
CUST0295,Female,0,No,Yes,10,No,No phone service,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,115.34,No,1153.4
CUST0296,Female,1,No,No,52,Yes,No phone service,Fiber optic,No,No,No internet service,No,One year,No,Mailed check,25.35,No,1318.2
CUST0297,Female,1,No,No,71,Yes,No phone service,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,90.93,No,6456.03
CUST0298,Male,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No,No internet service,One year,Yes,Credit card,73.21,No,4905.07
CUST0299,Male,0,No,Yes,27,Yes,No phone service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,67.79,No,1830.33
CUST0300,Female,1,Yes,No,64,Yes,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,42.35,No,2710.4
CUST0301,Male,0,No,No,48,Yes,No,No,Yes,No,No internet service,Yes,One year,Yes,Credit card,90.56,No,4346.88
CUST0302,Male,0,No,No,46,Yes,No,No,No internet service,Yes,No internet service,No,One year,Yes,Mailed check,39.08,No,1797.68
CUST0303,Male,0,Yes,No,51,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,75.28,No,3839.28
CUST0304,Female,0,Yes,No,53,Yes,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer,45.32,No,2401.96
CUST0305,Female,0,No,Yes,59,Yes,No phone service,DSL,No,Yes,Yes,Yes,One year,Yes,Bank transfer,115.56,Yes,6818.04
CUST0306,Male,0,Yes,No,56,No,No phone service,Fiber optic,No,Yes,No internet service,No,Two year,No,Mailed check,22.86,Yes,1280.16
CUST0307,Female,1,No,No,46,Yes,Yes,DSL,No,No,No internet service,No,One year,Yes,Electronic check,39.97,No,1838.62
CUST0308,Female,1,Yes,No,30,Yes,No phone service,No,No,Yes,No internet service,Yes,Two year,No,Bank transfer,44.23,No,1326.9
CUST0309,Female,0,Yes,No,45,Yes,No,DSL,No,Yes,Yes,No,Month-to-month,No,Electronic check,61.41,No,2763.45
CUST0310,Female,0,No,Yes,25,Yes,No phone service,No,No,No,No internet service,No,Two year,No,Bank transfer,43.27,Yes,1081.75
CUST0311,Female,1,Yes,Yes,4,Yes,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,69.13,No,276.52
CUST0312,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,107.25,Yes,5469.75
CUST0313,Female,0,Yes,No,53,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Two year,Yes,Electronic check,91.21,No,4834.13
CUST0314,Male,1,Yes,No,32,Yes,Yes,No,No,No,Yes,Yes,One year,No,Credit card,78.0,Yes,2496.0
CUST0315,Male,1,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Month-to-month,Yes,Credit card,28.9,No,1416.1
CUST0316,Female,0,Yes,Yes,37,Yes,No,DSL,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,89.4,No,3307.8
CUST0317,Male,0,No,Yes,26,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,Two year,No,Bank transfer,36.64,Yes,952.64
CUST0318,Male,0,No,No,14,Yes,No,Fiber optic,No internet service,Yes,Yes,No,One year,Yes,Credit card,98.64,No,1380.96
CUST0319,Male,0,Yes,No,60,Yes,No phone service,DSL,No,No internet service,No,No internet service,One year,Yes,Mailed check,45.01,No,2700.6
CUST0320,Female,0,No,Yes,20,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,Two year,No,Bank transfer,61.7,Yes,1234.0
CUST0321,Female,0,No,Yes,45,Yes,No phone service,No,Yes,No,No,No internet service,One year,No,Bank transfer,55.05,No,2477.25
CUST0322,Male,0,No,Yes,68,Yes,No,DSL,Yes,No internet service,No,No,Two year,Yes,Credit card,105.88,No,7199.84
CUST0323,Female,0,Yes,No,5,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,Two year,No,Mailed check,32.65,No,163.25
CUST0324,Female,0,No,No,37,Yes,No,DSL,No,Yes,Yes,Yes,Two year,Yes,Bank transfer,76.56,Yes,2832.72
CUST0325,Female,0,Yes,No,61,Yes,No phone service,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,34.21,No,2086.81
CUST0326,Female,1,No,Yes,61,Yes,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,90.48,No,5519.28
CUST0327,Male,0,Yes,Yes,45,No,Yes,Fiber optic,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,110.51,No,4972.95
CUST0328,Male,0,Yes,No,12,Yes,No phone service,No,Yes,No,Yes,No internet service,Two year,Yes,Credit card,63.46,No,761.52
CUST0329,Female,0,No,Yes,2,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,68.81,No,137.62
CUST0330,Female,0,No,No,5,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,112.74,Yes,563.7
CUST0331,Male,0,Yes,Yes,7,Yes,No phone service,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,72.1,Yes,504.7
CUST0332,Male,0,No,Yes,43,Yes,No,No,Yes,Yes,No internet service,No,Two year,No,Credit card,68.76,No,2956.68
CUST0333,Female,0,No,Yes,32,Yes,No phone service,DSL,No,No internet service,No,No internet service,Two year,No,Electronic check,77.83,No,2490.56
CUST0334,Male,0,No,Yes,49,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,Two year,Yes,Bank transfer,88.92,Yes,4357.08
CUST0335,Female,0,Yes,No,10,Yes,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,30.69,No,306.9
CUST0336,Female,0,Yes,Yes,27,Yes,No phone service,DSL,No,No internet service,No,No,One year,No,Mailed check,102.11,No,2756.97
CUST0337,Male,1,No,No,69,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,63.55,No,4384.95
CUST0338,Male,0,No,No,40,Yes,No phone service,DSL,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card,27.23,Yes,1089.2
CUST0339,Female,0,No,No,15,Yes,No phone service,DSL,No internet service,No,No,Yes,Two year,Yes,Mailed check,98.62,Yes,1479.3
CUST0340,Female,0,Yes,Yes,67,No,No phone service,No,No internet service,No,No,No internet service,Two year,Yes,Bank transfer,57.69,No,3865.23
CUST0341,Male,0,Yes,No,47,Yes,No,Fiber optic,No,No,No internet service,No,Month-to-month,Yes,Bank transfer,30.04,No,1411.88
CUST0342,Female,0,No,No,55,No,Yes,DSL,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,83.38,No,4585.9
CUST0343,Male,0,No,No,63,No,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,108.01,No,6804.63
CUST0344,Female,1,No,Yes,58,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,One year,No,Credit card,108.78,No,6309.24
CUST0345,Male,0,No,Yes,61,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,115.77,No,7061.97
CUST0346,Male,0,No,No,10,Yes,No,No,No internet service,Yes,No,No internet service,One year,No,Bank transfer,106.77,No,1067.7
CUST0347,Male,0,No,Yes,17,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,One year,No,Mailed check,20.21,Yes,343.57
CUST0348,Female,1,Yes,No,18,Yes,Yes,No,No,Yes,No internet service,No internet service,Two year,Yes,Bank transfer,58.02,No,1044.36
CUST0349,Female,0,No,No,54,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,One year,No,Electronic check,101.85,No,5499.9
CUST0350,Male,0,Yes,Yes,25,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,56.63,No,1415.75
CUST0351,Female,0,No,No,5,Yes,No,No,Yes,No,No,Yes,One year,No,Mailed check,80.15,No,400.75
CUST0352,Male,0,No,Yes,3,No,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Two year,Yes,Mailed check,80.63,No,241.89
CUST0353,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,56.5,No,1582.0
CUST0354,Female,1,Yes,No,58,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,One year,No,Mailed check,110.45,Yes,6406.1
CUST0355,Female,0,Yes,Yes,16,Yes,No,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer,70.32,No,1125.12
CUST0356,Male,0,Yes,Yes,42,No,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,66.48,No,2792.16
CUST0357,Female,0,No,No,65,Yes,No phone service,Fiber optic,Yes,No,No,No,One year,No,Credit card,119.75,No,7783.75
CUST0358,Female,0,Yes,No,33,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,One year,No,Credit card,69.35,No,2288.55
CUST0359,Male,0,No,Yes,7,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,Two year,No,Credit card,37.84,No,264.88
CUST0360,Male,0,Yes,Yes,12,Yes,No phone service,No,Yes,No,No internet service,No internet service,Two year,No,Bank transfer,71.31,No,855.72
CUST0361,Female,0,No,No,7,Yes,No phone service,DSL,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,101.4,Yes,709.8
CUST0362,Male,0,No,Yes,64,No,No,Fiber optic,Yes,No internet service,No internet service,No internet service,Two year,No,Electronic check,97.69,Yes,6252.16
CUST0363,Male,0,No,Yes,42,Yes,No,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,98.86,No,4152.12
CUST0364,Female,0,No,Yes,38,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,90.8,No,3450.4
CUST0365,Male,0,No,Yes,58,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,Two year,Yes,Electronic check,45.42,No,2634.36
CUST0366,Male,0,No,Yes,43,Yes,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer,106.21,No,4567.03
CUST0367,Female,0,Yes,Yes,8,Yes,No phone service,No,No internet service,No internet service,Yes,No,Two year,Yes,Electronic check,109.34,No,874.72
CUST0368,Female,0,No,Yes,36,Yes,No,DSL,No,No internet service,Yes,No internet service,One year,No,Credit card,39.42,No,1419.12
CUST0369,Male,1,Yes,No,35,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card,33.05,Yes,1156.75
CUST0370,Male,1,Yes,No,27,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card,117.56,No,3174.12
CUST0371,Female,0,No,No,41,Yes,Yes,No,No,No,No internet service,Yes,Month-to-month,No,Bank transfer,106.83,No,4380.03
CUST0372,Female,0,Yes,No,42,Yes,No phone service,Fiber optic,No,No,No,No,Two year,No,Bank transfer,109.32,No,4591.44
CUST0373,Female,0,No,No,41,Yes,Yes,DSL,Yes,No,Yes,Yes,Two year,Yes,Electronic check,108.64,Yes,4454.24
CUST0374,Female,0,Yes,Yes,65,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,Two year,Yes,Mailed check,74.17,Yes,4821.05
CUST0375,Male,0,No,Yes,54,Yes,No phone service,DSL,No,No,No,No internet service,Two year,Yes,Mailed check,84.64,No,4570.56
CUST0376,Female,0,Yes,Yes,71,No,No,DSL,No internet service,No internet service,Yes,No,Two year,No,Credit card,74.54,No,5292.34
CUST0377,Female,0,No,Yes,47,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,One year,No,Mailed check,25.12,No,1180.64
CUST0378,Male,0,No,No,21,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,Two year,Yes,Credit card,94.55,No,1985.55
CUST0379,Female,0,No,Yes,26,Yes,No,DSL,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,70.53,No,1833.78
CUST0380,Male,0,No,Yes,66,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Two year,No,Mailed check,84.77,No,5594.82
CUST0381,Female,0,Yes,No,12,Yes,No phone service,DSL,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,70.26,No,843.12
CUST0382,Female,0,No,Yes,44,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,Two year,Yes,Credit card,69.18,No,3043.92
CUST0383,Female,0,Yes,Yes,9,Yes,No,No,No internet service,Yes,No,No internet service,Two year,No,Electronic check,37.18,Yes,334.62
CUST0384,Male,0,Yes,No,8,No,Yes,DSL,No,No,No,Yes,Month-to-month,No,Mailed check,47.87,No,382.96
CUST0385,Male,0,Yes,Yes,53,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.89,No,1902.17
CUST0386,Female,0,No,Yes,26,Yes,No phone service,No,No,No,No,Yes,Month-to-month,No,Mailed check,39.57,No,1028.82
CUST0387,Male,0,Yes,Yes,33,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,117.3,No,3870.9
CUST0388,Male,0,Yes,Yes,0,Yes,Yes,No,No internet service,No,No,Yes,One year,Yes,Electronic check,35.31,No,0.0
CUST0389,Male,0,Yes,Yes,31,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,46.93,Yes,1454.83
